59228.5, -90.0
59228.0, -91.5
59232.0, -89.0
59228.5, -89.5
59230.5, -87.5
59234.0, -85.0
59238.5, -84.5
59241.5, -80.0
59241.5, -80.0
59242.5, -79.0
59238.5, -83.0
59237.5, -82.0
59236.5, -80.5
59231.5, -82.5
59234.5, -82.0
59229.5, -82.0
59228.5, -83.0
59230.5, -80.5
59231.5, -77.0
59232.5, -75.0
59233.5, -74.0
59230.5, -76.0
59231.5, -75.0
59229.5, -74.5
59233.5, -73.5
59234.5, -72.5
59232.5, -76.0
59230.5, -78.0
59235.5, -72.5
59234.5, -71.0
59233.5, -72.5
59233.5, -69.0
59230.5, -69.5
59226.5, -74.0
59224.0, -76.5
59228.5, -78.5
59229.5, -76.5
59224.5, -79.0
59228.0, -76.0
59237.5, -71.5
59236.5, -73.0
59237.0, -74.0
59233.0, -77.0
59228.5, -82.0
59224.5, -86.5
59225.5, -86.5
59225.0, -87.5
59225.5, -87.0
59227.0, -84.0
59237.5, -73.5
59239.5, -71.5
59242.5, -70.5
59241.5, -69.5
59242.5, -70.0
59240.5, -69.0
59240.5, -68.5
59242.5, -70.0
59242.5, -70.5
59246.5, -66.5
59245.5, -70.5
59243.0, -72.5
59247.5, -70.5
59239.5, -75.5
59232.5, -80.5
59230.5, -82.5
59232.5, -82.0
59233.5, -82.0
59233.0, -82.0
59231.5, -82.0
59228.5, -85.5
59236.0, -78.0
59234.5, -79.0
59237.5, -77.5
59230.5, -84.5
59230.0, -80.5
59230.5, -80.0
59226.0, -84.5
59229.5, -82.5
59227.5, -84.0
59226.5, -82.0
59232.5, -76.5
59228.5, -80.0
59226.5, -81.5
59229.0, -82.0
59227.5, -84.0
59225.5, -87.5
59224.0, -88.0
59224.5, -89.0
59218.5, -93.5
59216.5, -92.0
59214.5, -94.5
59216.0, -94.5
59222.5, -87.5
59222.0, -88.0
59219.5, -90.5
59216.5, -94.0
59210.0, -100.5
59206.5, -104.0
59205.5, -102.5
59207.5, -101.0
59209.5, -98.5
59213.0, -95.0
59214.5, -94.5
59219.0, -92.0
59223.5, -84.5
59221.5, -86.5
